_id,brandName,brandUsage,npsScore,npsReason,user,datetaken
survey180,Apple,3,1,3,user180,2016-08-20T05:46:05.514Z
survey181,Apple,4,1,2,user181,2016-08-20T05:46:05.514Z
survey182,Apple,3,1,2,user182,2016-08-20T05:46:05.514Z
survey183,Apple,3,1,2,user183,2016-08-20T05:46:05.514Z
survey184,Apple,2,1,2,user184,2016-08-20T05:46:05.514Z
survey185,Apple,2,1,3,user185,2016-08-20T05:46:05.514Z
survey186,Apple,2,1,1,user186,2016-08-20T05:46:05.514Z
survey187,Apple,3,1,3,user187,2016-08-20T05:46:05.514Z
survey188,Apple,1,1,2,user188,2016-08-20T05:46:05.514Z
survey189,Apple,1,1,3,user189,2016-08-20T05:46:05.514Z
survey190,Apple,1,1,2,user190,2016-08-20T05:46:05.514Z
survey191,Apple,3,1,2,user191,2016-08-20T05:46:05.514Z
survey192,Apple,4,1,1,user192,2016-08-20T05:46:05.514Z
survey193,Apple,2,1,1,user193,2016-08-20T05:46:05.514Z
survey194,Apple,3,1,1,user194,2016-08-20T05:46:05.514Z
survey195,Apple,2,1,2,user195,2016-08-20T05:46:05.514Z
survey196,Apple,1,1,3,user196,2016-08-20T05:46:05.514Z
survey197,Apple,3,1,3,user197,2016-08-20T05:46:05.514Z
survey198,Apple,1,1,2,user198,2016-08-20T05:46:05.514Z
survey199,Apple,2,1,3,user199,2016-08-20T05:46:05.514Z
survey200,Apple,1,1,2,user200,2016-08-20T05:46:05.514Z
survey201,Apple,1,10,2,user1,2016-07-20T05:46:05.514Z
survey202,Apple,2,10,3,user2,2016-07-20T05:46:05.514Z
survey203,Apple,3,10,1,user3,2016-07-20T05:46:05.514Z
survey204,Apple,2,10,3,user4,2016-07-20T05:46:05.514Z
survey205,Apple,1,10,1,user5,2016-07-20T05:46:05.514Z
survey206,Apple,2,10,3,user6,2016-07-20T05:46:05.514Z
survey207,Apple,3,10,1,user7,2016-07-20T05:46:05.514Z
survey208,Apple,2,10,3,user8,2016-07-20T05:46:05.514Z
survey209,Apple,1,10,2,user9,2016-07-20T05:46:05.514Z
survey210,Apple,4,10,1,user10,2016-07-20T05:46:05.514Z
survey211,Apple,1,10,2,user11,2016-07-20T05:46:05.514Z
survey212,Apple,2,10,2,user12,2016-07-20T05:46:05.514Z
survey213,Apple,1,10,3,user13,2016-07-20T05:46:05.514Z
survey214,Apple,4,10,2,user14,2016-07-20T05:46:05.514Z
survey215,Apple,1,10,2,user15,2016-07-20T05:46:05.514Z
survey216,Apple,3,10,3,user16,2016-07-20T05:46:05.514Z
survey217,Apple,3,10,2,user17,2016-07-20T05:46:05.514Z
survey218,Apple,2,10,2,user18,2016-07-20T05:46:05.514Z
survey219,Apple,1,10,2,user19,2016-07-20T05:46:05.514Z
survey220,Apple,2,10,3,user20,2016-07-20T05:46:05.514Z
survey221,Apple,1,10,1,user21,2016-07-20T05:46:05.514Z
survey222,Apple,3,10,3,user22,2016-07-20T05:46:05.514Z
survey223,Apple,4,10,2,user23,2016-07-20T05:46:05.514Z
survey224,Apple,4,10,3,user24,2016-07-20T05:46:05.514Z
survey225,Apple,1,10,1,user25,2016-07-20T05:46:05.514Z
survey226,Apple,1,10,3,user26,2016-07-20T05:46:05.514Z
survey227,Apple,4,10,2,user27,2016-07-20T05:46:05.514Z
survey228,Apple,2,10,1,user28,2016-07-20T05:46:05.514Z
survey229,Apple,2,10,2,user29,2016-07-20T05:46:05.514Z
survey230,Apple,3,10,1,user30,2016-07-20T05:46:05.514Z
survey231,Apple,2,10,3,user31,2016-07-20T05:46:05.514Z
survey232,Apple,4,10,3,user32,2016-07-20T05:46:05.514Z
survey233,Apple,3,10,1,user33,2016-07-20T05:46:05.514Z
survey234,Apple,4,10,2,user34,2016-07-20T05:46:05.514Z
survey235,Apple,4,10,3,user35,2016-07-20T05:46:05.514Z
survey236,Apple,2,10,1,user36,2016-07-20T05:46:05.514Z
survey237,Apple,1,10,3,user37,2016-07-20T05:46:05.514Z
survey238,Apple,2,10,1,user38,2016-07-20T05:46:05.514Z
survey239,Apple,1,10,2,user39,2016-07-20T05:46:05.514Z
survey240,Apple,1,10,2,user40,2016-07-20T05:46:05.514Z
survey241,Apple,2,10,3,user41,2016-07-20T05:46:05.514Z
survey242,Apple,2,10,2,user42,2016-07-20T05:46:05.514Z
survey243,Apple,4,10,1,user43,2016-07-20T05:46:05.514Z
survey244,Apple,1,10,2,user44,2016-07-20T05:46:05.514Z
survey245,Apple,3,10,1,user45,2016-07-20T05:46:05.514Z
survey246,Apple,2,10,2,user46,2016-07-20T05:46:05.514Z
survey247,Apple,3,10,1,user47,2016-07-20T05:46:05.514Z
survey248,Apple,1,10,1,user48,2016-07-20T05:46:05.514Z
survey249,Apple,2,10,3,user49,2016-07-20T05:46:05.514Z
survey250,Apple,1,10,2,user50,2016-07-20T05:46:05.514Z
survey251,Apple,1,10,3,user51,2016-07-20T05:46:05.514Z
survey252,Apple,1,10,2,user52,2016-07-20T05:46:05.514Z
survey253,Apple,2,10,2,user53,2016-07-20T05:46:05.514Z
survey254,Apple,2,10,1,user54,2016-07-20T05:46:05.514Z
survey255,Apple,3,10,3,user55,2016-07-20T05:46:05.514Z
survey256,Apple,3,10,3,user56,2016-07-20T05:46:05.514Z
survey257,Apple,3,10,3,user57,2016-07-20T05:46:05.514Z
survey258,Apple,2,10,1,user58,2016-07-20T05:46:05.514Z
survey259,Apple,2,10,3,user59,2016-07-20T05:46:05.514Z
survey260,Apple,4,10,3,user60,2016-07-20T05:46:05.514Z
survey261,Apple,2,10,3,user61,2016-07-20T05:46:05.514Z
survey262,Apple,4,10,1,user62,2016-07-20T05:46:05.514Z
survey263,Apple,2,10,3,user63,2016-07-20T05:46:05.514Z
survey264,Apple,2,10,1,user64,2016-07-20T05:46:05.514Z
survey265,Apple,2,10,1,user65,2016-07-20T05:46:05.514Z
survey266,Apple,2,10,1,user66,2016-07-20T05:46:05.514Z
survey267,Apple,1,10,3,user67,2016-07-20T05:46:05.514Z
survey268,Apple,2,10,1,user68,2016-07-20T05:46:05.514Z
survey269,Apple,3,10,1,user69,2016-07-20T05:46:05.514Z
survey270,Apple,1,10,3,user70,2016-07-20T05:46:05.514Z
survey271,Apple,2,10,3,user71,2016-07-20T05:46:05.514Z
survey272,Apple,4,10,2,user72,2016-07-20T05:46:05.514Z
survey273,Apple,4,10,3,user73,2016-07-20T05:46:05.514Z
survey274,Apple,1,10,3,user74,2016-07-20T05:46:05.514Z
survey275,Apple,2,10,2,user75,2016-07-20T05:46:05.514Z
survey276,Apple,4,10,1,user76,2016-07-20T05:46:05.514Z
survey277,Apple,3,10,2,user77,2016-07-20T05:46:05.514Z
survey278,Apple,3,10,1,user78,2016-07-20T05:46:05.514Z
survey279,Apple,4,10,2,user79,2016-07-20T05:46:05.514Z
survey280,Apple,2,10,1,user80,2016-07-20T05:46:05.514Z
survey281,Apple,2,10,2,user81,2016-07-20T05:46:05.514Z
survey282,Apple,4,10,3,user82,2016-07-20T05:46:05.514Z
survey283,Apple,4,10,2,user83,2016-07-20T05:46:05.514Z
survey284,Apple,1,10,2,user84,2016-07-20T05:46:05.514Z
survey285,Apple,3,10,1,user85,2016-07-20T05:46:05.514Z
survey286,Apple,4,10,3,user86,2016-07-20T05:46:05.514Z
survey287,Apple,2,10,1,user87,2016-07-20T05:46:05.514Z
survey288,Apple,4,10,3,user88,2016-07-20T05:46:05.514Z
survey289,Apple,2,10,2,user89,2016-07-20T05:46:05.514Z
survey290,Apple,4,10,1,user90,2016-07-20T05:46:05.514Z
survey291,Apple,3,10,1,user91,2016-07-20T05:46:05.514Z
survey292,Apple,1,10,2,user92,2016-07-20T05:46:05.514Z
survey293,Apple,1,10,3,user93,2016-07-20T05:46:05.514Z
survey294,Apple,1,10,2,user94,2016-07-20T05:46:05.514Z
survey295,Apple,4,10,2,user95,2016-07-20T05:46:05.514Z
survey296,Apple,2,10,3,user96,2016-07-20T05:46:05.514Z
survey297,Apple,1,10,1,user97,2016-07-20T05:46:05.514Z
survey298,Apple,2,10,3,user98,2016-07-20T05:46:05.514Z
survey299,Apple,1,10,1,user99,2016-07-20T05:46:05.514Z
survey300,Apple,3,10,3,user100,2016-07-20T05:46:05.514Z
survey301,Apple,4,5,2,user101,2016-07-20T05:46:05.514Z
survey302,Apple,3,5,3,user102,2016-07-20T05:46:05.514Z
survey303,Apple,4,5,2,user103,2016-07-20T05:46:05.514Z
survey304,Apple,1,5,3,user104,2016-07-20T05:46:05.514Z
survey305,Apple,1,5,3,user105,2016-07-20T05:46:05.514Z
survey306,Apple,4,5,2,user106,2016-07-20T05:46:05.514Z
survey307,Apple,1,5,3,user107,2016-07-20T05:46:05.514Z
survey308,Apple,3,5,3,user108,2016-07-20T05:46:05.514Z
survey309,Apple,4,5,1,user109,2016-07-20T05:46:05.514Z
survey310,Apple,3,5,3,user110,2016-07-20T05:46:05.514Z
survey311,Apple,3,5,1,user111,2016-07-20T05:46:05.514Z
survey312,Apple,2,5,1,user112,2016-07-20T05:46:05.514Z
survey313,Apple,4,5,2,user113,2016-07-20T05:46:05.514Z
survey314,Apple,1,5,3,user114,2016-07-20T05:46:05.514Z
survey315,Apple,4,5,2,user115,2016-07-20T05:46:05.514Z
survey316,Apple,2,5,1,user116,2016-07-20T05:46:05.514Z
survey317,Apple,3,5,1,user117,2016-07-20T05:46:05.514Z
survey318,Apple,2,5,3,user118,2016-07-20T05:46:05.514Z
survey319,Apple,3,5,2,user119,2016-07-20T05:46:05.514Z
survey320,Apple,3,5,1,user120,2016-07-20T05:46:05.514Z
survey321,Apple,4,5,1,user121,2016-07-20T05:46:05.514Z
survey322,Apple,3,5,3,user122,2016-07-20T05:46:05.514Z
survey323,Apple,1,5,2,user123,2016-07-20T05:46:05.514Z
survey324,Apple,3,5,1,user124,2016-07-20T05:46:05.514Z
survey325,Apple,2,5,2,user125,2016-07-20T05:46:05.514Z
survey326,Apple,3,5,2,user126,2016-07-20T05:46:05.514Z
survey327,Apple,4,5,2,user127,2016-07-20T05:46:05.514Z
survey328,Apple,2,5,3,user128,2016-07-20T05:46:05.514Z
survey329,Apple,2,5,3,user129,2016-07-20T05:46:05.514Z
survey330,Apple,1,5,1,user130,2016-07-20T05:46:05.514Z
survey331,Apple,2,5,1,user131,2016-07-20T05:46:05.514Z
survey332,Apple,1,5,1,user132,2016-07-20T05:46:05.514Z
survey333,Apple,3,5,3,user133,2016-07-20T05:46:05.514Z
survey334,Apple,1,5,2,user134,2016-07-20T05:46:05.514Z
survey335,Apple,2,5,3,user135,2016-07-20T05:46:05.514Z
survey336,Apple,3,5,1,user136,2016-07-20T05:46:05.514Z
survey337,Apple,4,5,3,user137,2016-07-20T05:46:05.514Z
survey338,Apple,4,5,2,user138,2016-07-20T05:46:05.514Z
survey339,Apple,3,5,2,user139,2016-07-20T05:46:05.514Z
survey340,Apple,3,5,3,user140,2016-07-20T05:46:05.514Z
survey341,Apple,4,5,1,user141,2016-07-20T05:46:05.514Z
survey342,Apple,2,5,2,user142,2016-07-20T05:46:05.514Z
survey343,Apple,1,5,3,user143,2016-07-20T05:46:05.514Z
survey344,Apple,4,5,1,user144,2016-07-20T05:46:05.514Z
survey345,Apple,4,5,3,user145,2016-07-20T05:46:05.514Z
survey346,Apple,2,5,1,user146,2016-07-20T05:46:05.514Z
survey347,Apple,3,5,3,user147,2016-07-20T05:46:05.514Z
survey348,Apple,1,5,3,user148,2016-07-20T05:46:05.514Z
survey349,Apple,2,5,3,user149,2016-07-20T05:46:05.514Z
survey350,Apple,2,5,2,user150,2016-07-20T05:46:05.514Z
survey351,Apple,2,5,3,user151,2016-07-20T05:46:05.514Z
survey352,Apple,4,5,3,user152,2016-07-20T05:46:05.514Z
survey353,Apple,4,5,1,user153,2016-07-20T05:46:05.514Z
survey354,Apple,1,5,3,user154,2016-07-20T05:46:05.514Z
survey355,Apple,3,5,1,user155,2016-07-20T05:46:05.514Z
survey356,Apple,2,5,2,user156,2016-07-20T05:46:05.514Z
survey357,Apple,4,5,2,user157,2016-07-20T05:46:05.514Z
survey358,Apple,1,5,2,user158,2016-07-20T05:46:05.514Z
survey359,Apple,4,5,3,user159,2016-07-20T05:46:05.514Z
survey360,Apple,1,5,1,user160,2016-07-20T05:46:05.514Z
survey361,Apple,2,5,2,user161,2016-07-20T05:46:05.514Z
survey362,Apple,3,5,3,user162,2016-07-20T05:46:05.514Z
survey363,Apple,1,5,3,user163,2016-07-20T05:46:05.514Z
survey364,Apple,4,5,3,user164,2016-07-20T05:46:05.514Z
survey365,Apple,2,5,3,user165,2016-07-20T05:46:05.514Z
survey366,Apple,4,5,3,user166,2016-07-20T05:46:05.514Z
survey367,Apple,3,5,3,user167,2016-07-20T05:46:05.514Z
survey368,Apple,3,5,3,user168,2016-07-20T05:46:05.514Z
survey369,Apple,2,5,2,user169,2016-07-20T05:46:05.514Z
survey370,Apple,3,5,2,user170,2016-07-20T05:46:05.514Z
survey371,Apple,2,5,2,user171,2016-07-20T05:46:05.514Z
survey372,Apple,1,5,1,user172,2016-07-20T05:46:05.514Z
survey373,Apple,1,5,1,user173,2016-07-20T05:46:05.514Z
survey374,Apple,2,5,3,user174,2016-07-20T05:46:05.514Z
survey375,Apple,2,5,2,user175,2016-07-20T05:46:05.514Z
survey376,Apple,2,5,2,user176,2016-07-20T05:46:05.514Z
survey377,Apple,1,5,2,user177,2016-07-20T05:46:05.514Z
survey378,Apple,3,5,2,user178,2016-07-20T05:46:05.514Z
survey379,Apple,2,5,2,user179,2016-07-20T05:46:05.514Z
survey380,Apple,3,5,1,user180,2016-07-20T05:46:05.514Z
survey381,Apple,2,1,2,user181,2016-07-20T05:46:05.514Z
survey382,Apple,2,1,3,user182,2016-07-20T05:46:05.514Z
survey383,Apple,4,1,2,user183,2016-07-20T05:46:05.514Z
survey384,Apple,1,1,3,user184,2016-07-20T05:46:05.514Z
survey385,Apple,1,1,1,user185,2016-07-20T05:46:05.514Z
survey386,Apple,1,1,1,user186,2016-07-20T05:46:05.514Z
survey387,Apple,4,1,1,user187,2016-07-20T05:46:05.514Z
survey388,Apple,2,1,1,user188,2016-07-20T05:46:05.514Z
survey389,Apple,2,1,3,user189,2016-07-20T05:46:05.514Z
survey390,Apple,4,1,1,user190,2016-07-20T05:46:05.514Z
survey391,Apple,1,1,2,user191,2016-07-20T05:46:05.514Z
survey392,Apple,3,1,1,user192,2016-07-20T05:46:05.514Z
survey393,Apple,1,1,1,user193,2016-07-20T05:46:05.514Z
survey394,Apple,2,1,1,user194,2016-07-20T05:46:05.514Z
survey395,Apple,4,1,1,user195,2016-07-20T05:46:05.514Z
survey396,Apple,1,1,3,user196,2016-07-20T05:46:05.514Z
survey397,Apple,3,1,1,user197,2016-07-20T05:46:05.514Z
survey398,Apple,1,1,2,user198,2016-07-20T05:46:05.514Z
survey399,Apple,1,1,3,user199,2016-07-20T05:46:05.514Z
survey400,Apple,2,1,3,user200,2016-07-20T05:46:05.514Z
survey401,Samsung,3,10,1,user1,2016-08-20T05:46:05.514Z
survey402,Samsung,3,10,3,user2,2016-08-20T05:46:05.514Z
survey403,Samsung,2,10,2,user3,2016-08-20T05:46:05.514Z
survey404,Samsung,4,10,3,user4,2016-08-20T05:46:05.514Z
survey405,Samsung,4,10,2,user5,2016-08-20T05:46:05.514Z
survey406,Samsung,3,10,2,user6,2016-08-20T05:46:05.514Z
survey407,Samsung,3,10,2,user7,2016-08-20T05:46:05.514Z
survey408,Samsung,2,10,2,user8,2016-08-20T05:46:05.514Z
survey409,Samsung,2,10,2,user9,2016-08-20T05:46:05.514Z
